Player,S/C,Pos,GP,G,A,P,+/-,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP
Mario Ferraro,L,D,213.0,9.0,37.0,46.0,-74.0,0.22,9.0,45.0,0.0,1.0,0.0,0.0,0.0,1.0,239.0,3.8,22.483333333333334
Marián Studenic,L,R,38.0,2.0,2.0,4.0,-9.0,0.11,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,4.3,10.8
Mark Borowiecki,L,D,61.0,0.0,4.0,4.0,-9.0,0.07,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,12.9
Mark Friedman,R,D,72.0,2.0,7.0,9.0,7.0,0.13,2.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,2.5,13.316666666666666
Mark Giordano,L,D,199.0,15.0,53.0,68.0,28.0,0.34,12.0,53.0,0.0,12.0,3.0,3.0,1.0,3.0,317.0,4.7,19.133333333333333
Mark Jankowski,L,C,101.0,16.0,16.0,32.0,12.0,0.32,12.0,27.0,0.0,1.0,4.0,4.0,0.0,5.0,119.0,13.5,12.733333333333333
Mark Kastelic,R,C,144.0,14.0,11.0,25.0,-12.0,0.17,14.0,25.0,0.0,0.0,0.0,0.0,0.0,3.0,144.0,9.7,8.416666666666666
Mark Pysyk,R,D,68.0,3.0,9.0,12.0,-4.0,0.18,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,4.7,17.816666666666666
Mark Scheifele,R,C,222.0,96.0,114.0,210.0,-14.0,0.95,71.0,151.0,25.0,59.0,0.0,0.0,5.0,17.0,519.0,18.5,20.583333333333332
Mark Stone,R,R,136.0,42.0,79.0,121.0,19.0,0.89,28.0,85.0,10.0,29.0,4.0,7.0,1.0,8.0,301.0,14.0,19.1
